food_name,Calories,protein_g,fat_g,carbs_g
"Infant formula, NS as to form (Gerber Good Start Soy)",65.75,1.63,3.35,7.27
"Infant formula, ready-to-feed (Gerber Good Start Soy)",65.75,1.63,3.35,7.27
"Infant formula, liquid concentrate, made with water, NFS (Gerber Good Start Soy)",65.75,1.63,3.35,7.27
"Infant formula, powder, made with water, NFS (Gerber Good Start Soy)",65.75,1.63,3.35,7.27
"Infant formula, liquid concentrate, made with tap water (Gerber Good Start Soy)",65.75,1.63,3.35,7.27
"Infant formula, liquid concentrate, made with plain bottled water (Gerber Good Start Soy)",65.75,1.63,3.35,7.27
"Infant formula, liquid concentrate, made with baby water (Gerber Good Start Soy)",65.75,1.63,3.35,7.27
"Infant formula, powder, made with tap water (Gerber Good Start Soy)",65.75,1.63,3.35,7.27
"Infant formula, powder, made with plain bottled water (Gerber Good Start Soy)",65.75,1.63,3.35,7.27
"Infant formula, powder, made with baby water (Gerber Good Start Soy)",65.75,1.63,3.35,7.27
"Infant formula, NS as to form (Gerber Graduates Soy)",65.48,1.84,3.28,7.15
"Infant formula, NS as to form (Store Brand Soy)",65.15,1.6,3.51,6.79
"Infant formula, ready-to-feed (Store brand Soy)",65.15,1.6,3.51,6.79
"Infant formula, liquid concentrate, made with water, NFS (Store Brand Soy)",65.15,1.6,3.51,6.79
"Infant formula, powder, made with water, NFS (Store Brand Soy)",65.15,1.6,3.51,6.79
"Infant formula, powder, made with tap water (Store Brand Soy)",65.15,1.6,3.51,6.79
"Infant formula, powder, made with plain bottled water (Store Brand Soy)",65.15,1.6,3.51,6.79
"Infant formula, powder, made with baby water (Store Brand Soy)",65.15,1.6,3.51,6.79
"Infant formula, NS as to form (Enfamil Nutramigen)",63.84,1.8,3.36,6.6
"Infant formula, ready-to-feed (Enfamil Nutramigen)",63.84,1.8,3.36,6.6
"Infant formula, liquid concentrate, made with water, NFS (Enfamil Nutramigen)",63.84,1.8,3.36,6.6
"Infant formula, powder, made with water, NFS (Enfamil Nutramigen)",63.84,1.8,3.36,6.6
"Infant formula, NS as to form (PurAmino)",63.879999999999995,1.81,3.36,6.6
"Infant formula, powder, made with water, NFS (PurAmino)",63.879999999999995,1.81,3.36,6.6
"Infant formula, NS as to form (Enfamil Pregestimil)",67.14,1.81,3.62,6.83
"Infant formula, ready-to-feed (Enfamil Pregestimil)",67.14,1.81,3.62,6.83
"Infant formula, powder, made with water, NFS (Enfamil Pregestimil)",67.14,1.81,3.62,6.83
"Infant formula, ready-to-feed, low iron (Enfamil Premature 20 Cal)",66.78,1.97,3.34,7.21
"Infant formula, ready-to-feed, with iron (Enfamil Premature 20 Cal)",66.78,1.97,3.34,7.21
"Milk, dry, not reconstituted, NS as to fat content",359.48999999999995,36.16,0.77,51.98
"Milk, dry, not reconstituted, whole",499.35,26.32,26.71,38.42
"Milk, dry, not reconstituted, low fat (1%)",364.78999999999996,35.8,1.75,51.46
"Milk, dry, not reconstituted, fat free (skim)",359.48999999999995,36.16,0.77,51.98
"Whey, sweet, dry",359.18999999999994,12.93,1.07,74.46
"Cocoa powder, not reconstituted",433.3,19.6,13.7,57.9
"Chocolate beverage powder, dry mix, not reconstituted",399.75,4.55,2.27,90.28
"Chocolate beverage powder, light, dry mix, not reconstituted",350.1,9.09,4.5,68.31
"Milk, malted, dry mix, not reconstituted",371.84,0.0,0.0,92.96
"Strawberry beverage powder, dry mix, not reconstituted",398.59999999999997,0.1,0.2,99.1
"Cream, NS as to light, heavy, or half and half",133.22,3.13,11.5,4.3
"Cream, light",198.38,2.96,19.1,3.66
"Cream, half and half",133.22,3.13,11.5,4.3
"Cream, half and half, flavored",131.8,3.07,11.28,4.5
"Cream, half and half, fat free",59.0,2.6,1.4,9.0
"Cream, heavy",347.43999999999994,2.84,36.08,2.84
"Cream, whipped",350.5,2.67,33.94,8.59
"Coffee creamer, NFS",139.25,1.0,9.97,11.38
"Coffee creamer, liquid",139.25,1.0,9.97,11.38
"Coffee creamer, liquid, flavored",264.53999999999996,0.69,13.5,35.07
"Coffee creamer, liquid, fat free",71.1,0.8,3.5,9.1
"Coffee creamer, liquid, fat free, flavored",153.58,0.6,2.7,31.72
"Coffee creamer, liquid, fat free, sugar free, flavored",71.1,0.8,3.5,9.1
"Coffee creamer, liquid, sugar free, flavored",71.1,0.8,3.5,9.1
"Coffee creamer, powder",543.36,2.48,32.92,59.29
"Coffee creamer, powder, flavored",497.63,0.68,21.47,75.42
"Coffee creamer, powder, fat free",442.5,1.9,15.7,73.4
"Coffee creamer,powder, fat free, flavored",442.5,1.9,15.7,73.4
"Coffee creamer,powder, sugar free, flavored",543.36,2.48,32.92,59.29
"Coffee creamer, soy, liquid",139.25,1.0,9.97,11.38
Whipped topping,324.99,1.25,25.31,23.05
"Whipped topping, fat free",224.3,3.0,13.1,23.6
"Whipped topping, sugar free",224.3,3.0,13.1,23.6
"Sour cream, regular",202.43,2.44,19.35,4.63
"Sour cream, light",137.79999999999998,3.5,10.6,7.1
"Sour cream, fat free",74.8,3.1,0.0,15.6
"Sour cream, imitation",211.8,2.4,19.52,6.63
"Dip, NFS",435.4800000000001,2.24,45.84,3.49
"Chipotle dip, regular",429.22,1.69,45.74,2.7
"Chipotle dip, light",196.43,1.82,15.15,13.2
"Dill dip, regular",432.18,1.92,45.78,3.12
"Dill dip, light",199.27,2.04,15.19,13.6
"Onion dip, regular",348.35,1.91,36.27,3.57
"Onion dip, light",166.58,2.0,12.34,11.88
"Ranch dip, regular",435.4800000000001,2.24,45.84,3.49
"Ranch dip, light",202.45,2.35,15.25,13.95
"Spinach dip, regular",347.80999999999995,2.11,36.33,3.1
"Spinach dip, light",165.99,2.2,12.39,11.42
"Vegetable dip, regular",432.18,1.92,45.78,3.12
"Vegetable dip, light",199.27,2.04,15.19,13.6
"Ice cream, NFS",221.42000000000002,3.57,11.3,26.36
"Ice cream, vanilla",207.4,3.5,11.0,23.6
"Ice cream, vanilla, with additional ingredients",242.56,3.67,11.76,30.51
"Ice cream, chocolate",227.0,3.8,11.0,28.2
"Ice cream, chocolate, with additional ingredients",259.12,3.93,11.76,34.39
"Ice cream, soft serve, vanilla",180.43,4.78,4.83,29.46
"Ice cream, soft serve, chocolate",187.51,5.0,7.19,25.7
"Gelato, vanilla",248.95999999999998,3.5,16.2,22.29
"Gelato, chocolate",250.82,4.72,16.98,19.78
"Ice cream bar, vanilla",384.26,2.11,25.26,37.12
"Ice cream bar, vanilla, chocolate coated",331.3,4.1,24.1,24.5
Ice cream candy bar,323.0,4.4,20.2,30.9
"Ice cream bar, chocolate",333.33,4.41,23.89,25.17
"Ice cream sandwich, vanilla",266.84000000000003,4.28,11.8,35.88
"Ice cream sandwich, chocolate",281.52,4.5,11.8,39.33
Ice cream cookie sandwich,318.83,4.61,14.11,43.35
"Ice cream cone, scooped, vanilla",215.56,3.68,10.84,25.82
"Ice cream cone, scooped, vanilla, waffle cone",218.9,3.76,10.58,27.16
"Ice cream cone, NFS",229.05,3.75,11.13,28.47
"Ice cream cone, scooped, chocolate",234.36,3.97,10.84,30.23
"Ice cream cone, scooped, chocolate, waffle cone",237.34,4.04,10.58,31.49
"Ice cream cone, soft serve, vanilla",189.59,4.91,4.91,31.44
"Ice cream cone, soft serve, chocolate",196.42,5.12,7.18,27.83
"Ice cream cone, soft serve, vanilla, waffle cone",193.45,4.96,4.77,32.67
"Ice cream cone, soft serve, chocolate, waffle cone",200.15,5.17,6.99,29.14
"Ice cream cone, vanilla, prepackaged",355.28,5.21,21.88,34.38
"Ice cream cone, chocolate, prepackaged",356.08000000000004,5.35,21.8,34.62
"Ice cream soda, flavors other than chocolate",85.86,0.92,2.9,14.02
"Ice cream soda, chocolate",91.02,1.0,2.9,15.23
"Ice cream sundae, NFS",243.09,3.72,11.17,31.92
"Ice cream sundae, fruit topping",224.62,2.74,9.22,32.67
Banana split,202.34,2.53,6.9,32.53
"Ice cream sundae, hot fudge topping",243.09,3.72,11.17,31.92
"Ice cream sundae, caramel topping",217.02999999999997,2.97,9.19,30.61
"Ice cream, fried",283.28,3.94,15.16,32.77
"Light ice cream, NFS",174.54,4.38,6.14,25.44
"Light ice cream, vanilla",174.54,4.38,6.14,25.44
"Light ice cream, chocolate",180.18,4.27,6.46,26.24
"Soft serve, blended with candy or cookies, from fast food",175.26,4.0,6.06,26.18
"Light ice cream sandwich, vanilla",242.11,4.93,8.15,37.26
"Light ice cream sandwich, chocolate",246.44,4.85,8.4,37.86
"Light ice cream bar, vanilla",237.81,3.23,16.65,18.76
"Light ice cream bar, vanilla, chocolate coated",239.74,3.39,16.62,19.15
"Light ice cream bar, chocolate",243.94,3.31,16.86,19.74
Creamsicle,164.88,1.54,3.08,32.75
"Creamsicle, light",51.04,1.1,0.0,11.66
Fudgesicle,163.23,2.56,3.67,29.99
"Light ice cream cone, vanilla, prepackaged",224.26,5.41,7.3,34.23
"Light ice cream cone, chocolate, prepackaged",228.79999999999998,5.32,7.56,34.87
"Sherbet, all flavors",144.0,1.1,2.0,30.4
"Fudgesicle, light",123.95,3.67,1.87,23.11
"Pudding, chocolate, NFS",141.8,2.09,4.6,23.01
"Pudding, bread",158.99,5.63,4.71,23.52
"Pudding, flavors other than chocolate, NFS",130.22,1.45,3.78,22.6
Custard,95.15,5.11,3.43,10.96
Flan,177.27,5.27,4.83,28.18
Creme brulee,111.74000000000001,4.08,2.66,17.87
"Pudding, rice",105.83,3.23,2.15,18.39
"Firni, Indian pudding",142.9,3.58,3.1,25.17
"Pudding, tapioca, made from dry mix",129.48000000000002,1.95,3.88,21.69
"Pudding, flavors other than chocolate, made from dry mix",104.68,2.79,1.76,19.42
"Pudding, chocolate, made from dry mix",111.78,3.14,1.98,20.35
"Pudding, flavors other than chocolate, made from dry mix, sugar free",68.37,3.19,1.93,9.56
"Pudding, chocolate, made from dry mix, sugar free",74.18,3.49,2.02,10.51
"Pudding, flavors other than chocolate, ready-to-eat",130.22,1.45,3.78,22.6
"Pudding, flavors other than chocolate, ready-to-eat, sugar free",68.37,3.19,1.93,9.56
"Pudding, chocolate, ready-to-eat",141.8,2.09,4.6,23.01
"Pudding, chocolate, ready-to-eat, sugar free",74.18,3.49,2.02,10.51
"Pudding, tapioca, ready-to-eat",129.48000000000002,1.95,3.88,21.69
Banana pudding,160.55,2.68,4.23,27.94
Mousse,217.08,4.36,14.96,16.25
"Milk dessert or milk candy, Puerto Rican style",314.90999999999997,6.84,7.35,55.35
"Barfi or Burfi, Indian dessert",285.54,5.41,11.34,40.46
Trifle,170.98,3.53,7.1,23.24
Tiramisu,360.57,5.9,24.29,29.59
"Custard pudding, flavor other than chocolate, baby food, NS as to strained or junior",87.28999999999999,1.68,1.49,16.79
"Custard pudding, baby food, flavor other than chocolate, strained",88.4,1.6,2.0,16.0
"Custard pudding, baby food, flavor other than chocolate, junior",86.18,1.76,0.98,17.58
White sauce or gravy,141.64000000000001,3.81,9.96,9.19
"Cheese, NFS",368.26,20.42,29.62,5.0
"Cheese, Blue or Roquefort",353.61999999999995,21.4,28.74,2.34
"Cheese, Brick",371.24,23.24,29.68,2.79
"Cheese, Camembert",299.38,19.8,24.26,0.46
"Cheese, Brie",333.92,20.75,27.68,0.45
"Cheese, Cheddar",408.96000000000004,23.3,34.0,2.44
"Cheese, Cheddar, reduced fat",303.77,27.35,20.41,2.67
"Cheese, Cheddar, nonfat or fat free",157.12,32.14,0.0,7.14
"Cheese, Colby",394.31,23.76,32.11,2.57
"Cheese, Colby Jack",383.76,24.12,31.2,1.62
"Cheese, Feta",265.77,14.21,21.49,3.88
"Cheese, Fontina",388.86,25.6,31.14,1.55
"Cheese, goat",355.36,21.58,29.84,0.12
"Cheese, Gouda or Edam",355.6,24.94,27.44,2.22
"Cheese, Gruyere",411.74000000000007,29.81,32.34,0.36
"Cheese, Limburger",327.40999999999997,20.05,27.25,0.49
"Cheese, Monterey",373.15999999999997,24.48,30.28,0.68
"Cheese, Monterey, reduced fat",310.0,28.2,21.6,0.7
"Cheese, Mozzarella, NFS",296.15999999999997,23.7,20.4,4.44
"Cheese, Mozzarella, part skim",296.15999999999997,23.7,20.4,4.44
"Cheese, Mozzarella, reduced sodium",276.3,27.5,17.1,3.1
"Cheese, Mozzarella, nonfat or fat free",140.8,31.7,0.0,3.5
"Cheese, Muenster",368.48,23.41,30.04,1.12
"Cheese, Muenster, reduced fat",271.2,24.7,17.6,3.5
"Cheese, Parmesan, dry grated",420.0,29.6,28.0,12.4
"Cheese, Parmesan, dry grated, reduced fat",392.5,34.8,16.5,26.2
"Cheese, Parmesan, hard",420.0,29.6,28.0,12.4
"Cheese, Parmesan, dry grated, fat free",365.0,40.0,5.0,40.0
"Cheese, Port du Salut",355.6,24.94,27.44,2.22
"Cheese, Provolone",350.46000000000004,25.58,26.62,2.14
"Cheese, provolone, reduced fat",271.2,24.7,17.6,3.5
"Cheese, Swiss",392.76,27.0,31.0,1.44
"Cheese, Swiss, reduced sodium",373.79999999999995,28.4,27.4,3.4
"Cheese, Swiss, reduced fat",173.1,28.4,5.1,3.4
"Cheese, Swiss, nonfat or fat free",127.19999999999999,28.4,0.0,3.4
"Cheese, Cheddar, reduced sodium",398.62,24.35,32.62,1.91
"Cheese, Mexican blend",357.75,23.54,28.51,1.75
"Cheese, Mexican blend, reduced fat",287.0,24.69,19.4,3.41
"Queso Anejo, aged Mexican cheese",374.1,21.44,29.98,4.63
Queso Asadero,356.22,22.6,28.26,2.87
Queso Fresco,298.65999999999997,18.09,23.82,2.98
Queso cotija,365.88,20.0,30.0,3.97
"Cheese, cottage, NFS",81.94,11.0,2.3,4.31
"Cheese, cottage, creamed, large or small curd",96.69999999999999,11.12,4.3,3.38
"Cottage cheese, farmer's",142.88,10.49,9.8,3.18
"Cheese, Ricotta",147.54000000000002,9.6,9.46,6.0
"Cheese, cottage, with fruit",75.04,9.41,1.96,4.94
"Cheese, cottage, with vegetables",79.46000000000001,9.78,1.98,5.63
"Cheese, cottage, dry curd",70.61,10.34,0.29,6.66
"Cheese, cottage, salted, dry curd",69.92999999999999,10.24,0.29,6.59
Puerto Rican white cheese,298.65999999999997,18.09,23.82,2.98
"Cheese, cottage, low fat",81.94,11.0,2.3,4.31
"Cheese, cottage, lowfat, with fruit",83.10000000000001,7.32,1.54,9.99
"Cheese, cottage, lowfat, low sodium",69.4,12.4,1.0,2.7
"Cheese, cottage, lowfat, lactose reduced",81.94,11.0,2.3,4.31
"Cream cheese, regular, plain",356.64,6.15,34.44,5.52
"Cream cheese, regular, flavored",218.82999999999998,7.11,13.87,16.39
"Cream cheese, light",201.44,7.85,15.28,8.13
"Cheese, American and Swiss blends",368.48,18.0,30.6,5.27
"Cheese, American",307.29999999999995,16.09,23.06,8.85
"Cheese, American, reduced fat",239.7,17.6,14.1,10.6
"Cheese, American, nonfat or fat free",126.32,21.05,0.0,10.53
"Cheese, American, reduced sodium",375.91,22.2,31.19,1.6
"Cheese spread, American or Cheddar cheese base, reduced fat",176.4,13.41,8.88,10.71
"Cream cheese spread, fat free",102.4,15.69,1.0,7.66
"Cheese, processed cheese food",307.29999999999995,16.09,23.06,8.85
"Cheese, processed, with vegetables",362.01,14.3,32.13,3.91
"Cheese,  with wine",307.29999999999995,16.09,23.06,8.85
"Cheese spread, American or Cheddar cheese base",291.63,16.41,21.23,8.73
"Cheese spread, Swiss cheese base",291.63,16.41,21.23,8.73
"Cheese spread, cream cheese, regular",299.8,7.1,28.6,3.5
"Cheese spread, cream cheese, light",201.44,7.85,15.28,8.13
"Cheese spread, pressurized can",291.63,16.41,21.23,8.73
Imitation cheese,392.0,25.0,32.0,1.0
"Cheese, cottage cheese, with gelatin dessert",80.55999999999999,6.55,2.32,8.37
"Cheese, cottage cheese, with gelatin dessert and fruit",74.00999999999999,5.11,1.77,9.41
"Cheese, cottage cheese, with gelatin dessert and vegetables",81.57000000000001,7.71,2.85,6.27
Cheese ball,437.18,18.09,38.06,5.57
Artichoke dip,334.56,3.65,33.12,5.47
Spinach and artichoke dip,333.93,4.0,33.21,4.76
Seafood dip,338.69,5.97,33.25,3.89
Cheese dip with chili pepper,142.71,3.14,9.51,11.14
Cheese dip,160.78,3.24,13.02,7.66
Topping from cheese pizza,229.95,16.86,14.67,7.62
Topping from vegetable pizza,251.57,15.59,15.61,12.18
Topping from meat pizza,320.04,19.19,24.52,5.65
Topping from meat and vegetable pizza,299.11,17.55,22.03,7.66
Cheese fondue,275.76,19.31,21.2,1.93
Cheese souffle,204.26,9.45,15.7,6.29
Welsh rarebit,164.36,7.49,12.12,6.33
"Cheese sandwich, NFS",283.49,12.17,11.61,32.58
"Cheese sandwich, American cheese, on white bread, no spread",283.49,12.17,11.61,32.58
"Cheese sandwich, American cheese, on wheat bread, no spread",281.23,13.33,11.83,30.36
"Cheese sandwich, American cheese, on whole wheat bread, no spread",281.23,13.33,11.83,30.36
"Cheese sandwich, Cheddar cheese, on white bread, no spread",325.35,15.14,16.11,29.95
"Cheese sandwich, Cheddar cheese, on wheat bread, no spread",323.14,16.3,16.34,27.72
"Cheese sandwich, Cheddar cheese, on whole wheat bread, no spread",323.14,16.3,16.34,27.72
"Cheese sandwich, reduced fat American cheese, on white bread, no spread",255.68,12.79,7.92,33.31
"Cheese sandwich, reduced fat American cheese, on wheat bread, no spread",253.38,13.95,8.14,31.08
"Cheese sandwich, reduced fat American cheese, on whole wheat bread, no spread",253.38,13.95,8.14,31.08
"Cheese sandwich, reduced fat Cheddar cheese, on white bread, no spread",282.08,16.81,10.52,30.04
"Cheese sandwich, reduced fat Cheddar cheese, on wheat bread, no spread",279.82,17.97,10.74,27.82
"Cheese sandwich, reduced fat Cheddar cheese, on whole wheat bread, no spread",279.82,17.97,10.74,27.82
"Cheese sandwich, American cheese, on white bread, with mayonnaise",331.32,10.82,19.24,28.72
"Cheese sandwich, American cheese, on wheat bread, with mayonnaise",329.4,11.84,19.44,26.77
"Cheese sandwich, American cheese, on whole wheat bread, with mayonnaise",329.4,11.84,19.44,26.77
"Cheese sandwich, Cheddar cheese, on white bread, with mayonnaise",368.12,13.43,23.2,26.4
"Cheese sandwich, Cheddar cheese, on wheat bread, with mayonnaise",366.2,14.45,23.4,24.45
"Cheese sandwich, Cheddar cheese, on whole wheat bread, with mayonnaise",366.2,14.45,23.4,24.45
"Cheese sandwich, reduced fat American cheese, on white bread, with mayonnaise",306.91999999999996,11.37,16.0,29.36
"Cheese sandwich, reduced fat American cheese,, on wheat bread, with mayonnaise",304.91999999999996,12.38,16.2,27.4
"Cheese sandwich, reduced fat American cheese, on whole wheat bread, with mayonnaise",304.91999999999996,12.38,16.2,27.4
"Cheese sandwich, reduced fat Cheddar cheese, on white bread, with mayonnaise",330.04,14.9,18.28,26.48
"Cheese sandwich, reduced fat Cheddar cheese, on wheat bread, with mayonnaise",328.12,15.92,18.48,24.53
"Cheese sandwich, reduced fat Cheddar cheese, on whole wheat bread, with mayonnaise",328.12,15.92,18.48,24.53
"Cheese sandwich, American cheese, on white bread, with butter",330.86,10.77,19.22,28.7
"Cheese sandwich, American cheese, on wheat bread, with butter",328.90000000000003,11.79,19.42,26.74
"Cheese sandwich, American cheese, on whole wheat bread, with butter",328.90000000000003,11.79,19.42,26.74
"Cheese sandwich, Cheddar cheese, on white bread, with butter",367.65999999999997,13.38,23.18,26.38
"Cheese sandwich, Cheddar cheese, on wheat bread, with butter",365.7,14.4,23.38,24.42
"Cheese sandwich, Cheddar cheese, on whole wheat bread, with butter",365.7,14.4,23.38,24.42
"Cheese sandwich, reduced fat American cheese, on white bread, with butter",306.41999999999996,11.32,15.98,29.33
"Cheese sandwich, reduced fat American cheese, on wheat bread, with butter",304.5,12.34,16.18,27.38
"Cheese sandwich, reduced fat American cheese, on whole wheat bread, with butter",304.5,12.34,16.18,27.38
"Cheese sandwich, reduced fat Cheddar cheese, on white bread, with butter",329.58000000000004,14.85,18.26,26.46
"Cheese sandwich, reduced fat Cheddar cheese, on wheat bread, with butter",327.62,15.87,18.46,24.5
"Cheese sandwich, reduced fat Cheddar cheese, on whole wheat bread, with butter",327.62,15.87,18.46,24.5
"Grilled cheese sandwich, NFS",330.86,10.77,19.22,28.7
"Grilled cheese sandwich, American cheese, on white bread",330.86,10.77,19.22,28.7
"Grilled cheese sandwich, American cheese, on wheat bread",328.90000000000003,11.79,19.42,26.74
"Grilled cheese sandwich, American cheese, on whole wheat bread",328.90000000000003,11.79,19.42,26.74
